behavior_session_id,equipment_name,genotype,mouse_id,sex,age_in_days,session_number,prior_exposures_to_session_type,prior_exposures_to_image_set,prior_exposures_to_omissions,ecephys_session_id,date_of_acquisition,session_type,image_set,file_id
1028221850,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,174,14,5,8,0,,2020-06-05 12:56:04.034000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1081
1028745815,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,177,15,6,9,0,,2020-06-08 12:28:20.877000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1082
1029068588,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,178,16,7,10,0,,2020-06-09 12:46:14.582000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1083
1029468296,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,180,18,9,12,0,,2020-06-11 13:55:42.134000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1084
1030114406,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,184,19,10,13,0,,2020-06-15 12:51:11.827000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1085
1030323355,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,185,20,11,14,0,,2020-06-16 12:38:52.511000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1086
1030503676,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,186,21,12,15,0,,2020-06-17 12:33:07.993000+00:00,TRAINING_4_images_G_training_7uL_reward,G,1087
1031528161,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,191,24,0,18,0,,2020-06-22 12:50:54.577000+00:00,TRAINING_5_images_G_epilogue_5uL_reward,G,1088
1031908579,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,193,26,1,20,0,,2020-06-24 12:35:07.570000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1089
1032139678,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,194,27,2,21,0,,2020-06-25 12:50:15.043000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1090
1033148901,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,198,29,4,23,0,,2020-06-29 12:59:49.391000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1091
1033393665,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,199,30,5,24,0,,2020-06-30 12:50:50.934000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1092
1033813046,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,201,32,7,26,0,,2020-07-02 12:36:51.381000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1093
1034733243,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,206,34,9,28,0,,2020-07-07 13:04:31.486000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1094
1034912508,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,207,35,10,29,0,,2020-07-08 12:48:25.073000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1095
1035475697,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,209,37,12,31,0,,2020-07-10 14:20:55.361000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1096
1036039231,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,212,38,13,32,0,,2020-07-13 12:56:49.870000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1097
1036665905,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,215,41,16,35,0,,2020-07-16 13:21:50.454000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1098
1037503921,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,219,42,17,36,0,,2020-07-20 13:18:25.405000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1099
1039553375,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,229,47,22,41,0,,2020-07-30 12:53:14.155000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1100
1039822507,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,230,48,23,42,0,,2020-07-31 12:08:29.418000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1101
1040851729,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,234,49,24,43,0,,2020-08-04 12:39:44.037000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1102
1041096049,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,235,50,25,44,0,,2020-08-05 13:19:17.558000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1103
1041513164,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,237,52,27,46,0,,2020-08-07 14:32:16.210000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1104
1042026517,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,240,53,28,47,0,,2020-08-10 13:16:40.050000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1105
1042335941,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,241,54,29,48,0,,2020-08-11 13:51:37.272000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1106
1042822409,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,243,56,31,50,0,,2020-08-13 13:17:55.181000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1107
1043744024,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,247,58,33,52,0,,2020-08-17 12:47:34.567000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1108
1044609282,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,250,59,34,53,0,,2020-08-20 13:46:01.456000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1109
1045011618,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,251,60,35,54,0,,2020-08-21 13:40:13.526000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1110
1038299493,BEH.F-Box5,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,223,45,20,39,0,,2020-07-24 12:44:55.975000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1111
1025128878,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,157,3,1,,0,,2020-05-19 12:09:06.484000+00:00,TRAINING_1_gratings_10uL_reward,,1112
1037951607,BEH.F-Box3,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,509808,M,221,44,19,38,0,,2020-07-22 13:15:13.720000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1113
1041990669,NP.0,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,510589,M,233,53,0,48,0,1041967800,2020-08-10 12:12:25.512000+00:00,HABITUATION_5_images_G_handoff_ready_5uL_reward,G,1114
1043116644,NP.0,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,510589,M,237,57,4,52,0,1043095032,2020-08-14 12:24:52.748000+00:00,HABITUATION_5_images_G_handoff_ready_5uL_reward,G,1115
1042255911,NP.0,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,510589,M,234,54,1,49,0,1042202342,2020-08-11 09:51:38.958000+00:00,HABITUATION_5_images_G_handoff_ready_5uL_reward,G,1116
1042797881,NP.0,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,510589,M,236,56,3,51,0,1042779659,2020-08-13 11:26:20.881000+00:00,HABITUATION_5_images_G_handoff_ready_5uL_reward,G,1117
1044018701,NP.0,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,510589,M,241,59,6,54,0,1043996460,2020-08-18 13:22:55.722000+00:00,HABITUATION_5_images_G_handoff_ready_5uL_reward,G,1118
1043758311,NP.0,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,510589,M,240,58,5,53,0,1043724176,2020-08-17 13:35:09.532000+00:00,HABITUATION_5_images_G_handoff_ready_5uL_reward,G,1119
1030955482,BEH.F-Box6,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,510589,M,181,23,13,18,0,,2020-06-19 13:12:55.241000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1120
1028753626,BEH.F-Box6,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,510589,M,170,15,5,10,0,,2020-06-08 12:40:18.790000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1121
1028223597,BEH.F-Box6,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,510589,M,167,14,4,9,0,,2020-06-05 13:04:05.805000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1122
1036274834,BEH.F-Box6,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,510589,M,206,39,29,34,0,,2020-07-14 12:58:50.024000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1123
1036039223,BEH.F-Box6,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,510589,M,205,38,28,33,0,,2020-07-13 12:58:51.939000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1124
1035124822,BEH.F-Box6,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,510589,M,201,36,26,31,0,,2020-07-09 12:45:24.608000+00:00,TRAINING_5_images_G_handoff_ready_5uL_reward,G,1125
