ecephys_session_id,behavior_session_id,date_of_acquisition,equipment_name,session_type,mouse_id,genotype,sex,project_code,age_in_days,unit_count,probe_count,channel_count,structure_acronyms,image_set,prior_exposures_to_image_set,session_number,experience_level,prior_exposures_to_omissions,file_id,abnormal_histology,abnormal_activity
1091039902,1091070296,2021-03-18 14:21:13.413000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,555304,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,168,2617,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'grey', 'LP', 'LT', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'NOT', 'PIL', 'POL', 'POST', 'PoT', 'PRE', 'ProS', 'RN', 'root', 'SGN', 'SNr', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,953,,
1092283837,1092312238,2021-03-24 15:47:12.529000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,560771,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,132,2732,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'Eth', 'LGd-co', 'LGd-sh', 'LGv', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'POST', 'PoT', 'PP', 'ProS', 'root', 'SGN', 'SNr', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISp', 'VISpm', 'VISrl', 'ZI']",G,23,1,Familiar,0,954,,
1092466205,1092494311,2021-03-25 15:18:29.546000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,560771,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,133,2201,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-sg', 'FF', 'HPF', 'LGd-co', 'LGd-sh', 'LP', 'MB', 'MGd', 'MGm', 'MRN', 'PIL', 'POL', 'POST', 'PoT', 'ProS', 'root', 'SGN', 'SNr', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl', 'VPLpc']",H,0,2,Novel,1,955,,
1093638203,1093668878,2021-03-31 13:51:31.146000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,560356,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,143,3029,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'MB', 'MGd', 'MRN', 'NB', 'POL', 'POST', 'PRE', 'ProS', 'root', 'SCig', 'SCiw', 'SNr', 'SUB', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,26,1,Familiar,0,956,,
1093642839,1093670602,2021-03-31 14:00:16.495000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,553253,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,196,2378,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGd-co', 'LGd-sh', 'MB', 'MGd', 'MGv', 'NOT', 'PIL', 'PRE', 'ProS', 'root', 'SCig', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,33,1,Familiar,0,957,,
1093864136,1093938328,2021-04-01 14:43:52.154000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,553253,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,197,2202,6,2304,"['CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'grey', 'HPF', 'LGd-sh', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'POST', 'PoT', 'PP', 'PRE', 'ProS', 'root', 'SCig', 'SNr', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,958,,
1093867806,1093935326,2021-04-01 14:29:33.792000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,560356,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,144,1928,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'MB', 'MGd', 'MGm', 'MRN', 'NB', 'POL', 'POST', 'PoT', 'ProS', 'root', 'SCig', 'SCiw', 'SNr', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,959,,
1095138995,1095177109,2021-04-07 14:15:32.733000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,558306,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,167,2381,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'MB', 'MGd', 'MGm', 'MRN', 'NB', 'NOT', 'POL', 'POST', 'PoT', 'PPT', 'ProS', 'RN', 'root', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,38,1,Familiar,0,960,,
1095340643,1095376453,2021-04-08 14:01:56.723000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,558306,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,168,1945,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'LP', 'MB', 'MGd', 'MGm', 'MRN', 'NB', 'NOT', 'POL', 'POST', 'PRE', 'ProS', 'RN', 'root', 'SGN', 'SUB', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,961,,
1096620314,1096694612,2021-04-14 14:06:10.020000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,560770,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,153,2755,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'DT', 'Eth', 'HPF', 'LGd-co', 'LGd-sh', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'PIL', 'POL', 'POST', 'PoT', 'root', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,38,1,Familiar,0,962,,
1096935816,1096959372,2021-04-15 14:37:33.582000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,560770,Vip-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,154,1724,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'DT', 'Eth', 'grey', 'HPF', 'LGd-co', 'LGd-ip', 'LGd-sh', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'PIL', 'POL', 'POST', 'PoT', 'root', 'SGN', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,963,,
1098119201,1098148095,2021-04-21 14:34:29.474000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,563323,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,M,NeuropixelVisualBehavior,140,2679,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'PIL', 'POST', 'PoT', 'PRE', 'ProS', 'root', 'SGN', 'SPFp', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,24,1,Familiar,0,964,,
1099598937,1099625106,2021-04-28 13:41:43.554000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,560962,wt/wt,M,NeuropixelVisualBehavior,166,2888,6,2304,"['grey', 'root', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,17,1,Familiar,0,966,,
1099869737,1099904879,2021-04-29 14:18:47.554000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,560962,wt/wt,M,NeuropixelVisualBehavior,167,2009,6,2304,"['grey', 'root', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,0,2,Novel,1,967,,
1104052767,1104106044,2021-05-19 14:16:18.728000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,560964,wt/wt,F,NeuropixelVisualBehavior,187,2411,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'DT', 'HPF', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POL', 'POST', 'PoT', 'PP', 'ProS', 'root', 'SGN', 'TH', 'VISal', 'VISam', 'VISp', 'VISpm', 'VISrl']",H,37,1,Familiar,0,972,,
1104058216,1104103368,2021-05-19 14:03:17.352000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,563497,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,167,1405,6,2304,"['CA1', 'root', 'SUB', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,36,1,Familiar,0,973,,
1104289498,1104327081,2021-05-20 14:45:32.653000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,563497,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,168,1103,6,2304,"['CA1', 'HPF', 'root', 'SUB', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,974,,
1104297538,1104327579,2021-05-20 14:52:47.422000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,560964,wt/wt,F,NeuropixelVisualBehavior,188,2160,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'DT', 'HPF', 'LGd-co', 'LGd-sh', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NOT', 'PIL', 'POL', 'POST', 'PoT', 'ProS', 'root', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,0,2,Novel,1,975,,
1105543760,1105594809,2021-05-26 13:37:21.853000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,567286,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,143,1436,6,2304,"['CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'MB', 'root', 'SUB', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,27,1,Familiar,0,976,,
1105798776,1105829335,2021-05-27 13:44:25.052000+00:00,NP.1,EPHYS_1_images_H_3uL_reward,567286,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,144,1281,6,2304,"['CA1', 'CA2', 'CA3', 'DG-mo', 'DG-sg', 'root', 'SUB', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,0,2,Novel,1,978,,
1108334384,1108369066,2021-06-09 13:35:12.495000+00:00,NP.1,EPHYS_1_images_G_3uL_reward,570301,Sst-IRES-Cre/wt;Ai32(RCL-ChR2(H134R)_EYFP)/wt,F,NeuropixelVisualBehavior,135,1846,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-sg', 'HPF', 'LGd-co', 'LGd-ip', 'LGd-sh', 'LP', 'MB', 'MGd', 'root', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,21,1,Familiar,0,981,,
1108335514,1108365127,2021-06-09 13:16:47.251000+00:00,NP.0,EPHYS_1_images_H_3uL_reward,571520,wt/wt,M,NeuropixelVisualBehavior,126,1812,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGd-co', 'LGd-ip', 'LGd-sh', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'MRN', 'NB', 'NOT', 'POST', 'PoT', 'PRE', 'ProS', 'root', 'SGN', 'SUB', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",H,24,1,Familiar,0,982,,
1108528422,1108565586,2021-06-10 13:45:04.529000+00:00,NP.0,EPHYS_1_images_G_3uL_reward,571520,wt/wt,M,NeuropixelVisualBehavior,127,1349,6,2304,"['APN', 'CA1', 'CA3', 'DG-mo', 'DG-po', 'DG-sg', 'HPF', 'LGd-sh', 'LP', 'MB', 'MGd', 'MGm', 'MGv', 'NB', 'NOT', 'POL', 'POST', 'PRE', 'ProS', 'root', 'SGN', 'TH', 'VISal', 'VISam', 'VISl', 'VISp', 'VISpm', 'VISrl']",G,0,2,Novel,1,983,,
